City,ZipCode,Population,$ IncomePerHousehold,Transport_tCO2e_yr,Food_tCO2e_yr,Total_tCO2e_yr
TOLLHOUSE,93667,2627,50227,21.83868932,9.03,51.43540652
TRANQUILLITY,93668,1114,45208,21.98842923,9.96,52.8224257
WISHON,93669,310,57614,15.75771587,7.14,43.16610836
TRAVER,93673,631,24844,13.45531699,12.54,43.94332319
SQUAW VALLEY,93675,3138,38768,19.35970543,7.86,45.21084207
FRESNO,93701,13844,14213,7.473801929,11.94,33.72747785
FRESNO,93702,47997,21514,9.808764619,12.03,38.04116838
FRESNO,93703,31168,26116,11.1951148,9.6,37.59940524
FRESNO,93704,26565,36839,13.10943835,7.14,38.84297957
FRESNO,93705,35443,30661,12.09030704,8.67,38.07699606
FRESNO,93706,35781,21991,11.81420934,10.92,39.48381457
FRESNO,93710,29327,33670,12.56616932,7.68,37.93263737
FRESNO,93711,36269,56927,16.88100328,7.2,46.24381974
FRESNO,93720,45075,61797,17.88559184,7.98,48.94139007
FRESNO,93721,6836,12742,6.56472194,6.93,25.52774425
FRESNO,93722,60879,43256,16.14391618,9.21,45.29893572
FRESNO,93725,20998,29244,14.60059303,11.19,43.52505543
FRESNO,93726,39135,28992,11.51375263,8.22,36.64447813
FRESNO,93727,54681,34092,13.49263352,9.39,40.87247336
FRESNO,93728,16339,25670,10.59857321,8.34,35.60521949
SALINAS,93901,35723,42177,13.95860397,7.83,40.16660102
SALINAS,93905,58537,36176,15.05150195,15.09,48.02329097
SALINAS,93906,53938,49124,16.7215762,10.14,46.84524621
SALINAS,93907,22278,60179,23.18568747,9.18,54.32242879
SALINAS,93908,13020,85488,27.08618292,8.52,62.42801581
BIG SUR,93920,996,41304,16.28603724,6.24,39.44359195
CARMEL BY THE SEA,93921,2963,53750,11.6194139,5.25,36.55308991
CARMEL,93923,13108,67315,18.74606815,6.27,48.05429387
CARMEL VALLEY,93924,6677,71053,23.48531569,7.29,53.88836948
CHUALAR,93925,1135,48295,24.19665101,11.91,55.73501794
GONZALES,93926,9019,41538,20.16235459,13.41,53.24802796
GREENFIELD,93927,14189,38445,18.40452421,13.5,50.46157052
JOLON,93928,250,32917,17.5061616,9.54,44.48137702
KING CITY,93930,14464,39672,17.38457764,11.31,47.33947172
LOCKWOOD,93932,527,48839,22.93673079,8.49,50.66371299
MARINA,93933,21750,42231,13.71662605,8.25,40.48986232
MONTEREY,93940,32840,50274,13.09726272,6.48,38.63823683
PACIFIC GROVE,93950,15436,50263,13.99481929,6.3,39.75177074
PEBBLE BEACH,93953,4590,98608,20.63771994,6.48,56.07537057
SAN LUCAS,93954,507,31083,18.53804911,12.78,48.00269516
SEASIDE,93955,38232,41386,13.46762352,9.6,41.94689367
SOLEDAD,93960,13001,43377,19.38802618,13.14,52.22789615
SPRECKELS,93962,398,58519,16.16069008,8.22,47.07180191
BELMONT,94002,25548,80973,19.54852137,7.02,51.27540404
BRISBANE,94005,3615,65658,17.25506936,6.6,45.44453311
BURLINGAME,94010,40328,82188,18.64780788,7.17,51.14244981
DALY CITY,94014,47451,60711,16.34295705,10.83,49.07074471
DALY CITY,94015,63317,64534,16.82782157,9.33,48.41966964
HALF MOON BAY,94019,17923,82735,23.35032315,8.34,57.64568697
LA HONDA,94020,1610,89150,26.38191462,7.08,58.66462907
LOMA MAR,94021,128,43542,13.05339638,7.05,38.09716599
LOS ALTOS,94022,18466,145425,28.32649206,7.8,72.77558855
LOS ALTOS,94024,21479,128853,27.46926562,8.16,70.01939212
MENLO PARK,94025,39061,89572,18.35292558,7.35,51.767344
ATHERTON,94027,6857,200001,36.50246107,8.58,91.60254023
PORTOLA VALLEY,94028,6595,164479,32.35643171,7.83,79.76379025
MILLBRAE,94030,20334,68067,17.99826666,7.68,48.69739273
MONTARA,94037,2332,93859,24.86871148,8.16,60.60598258
MOSS BEACH,94038,3061,82777,23.30715734,8.64,57.50976396
MOUNTAIN VIEW,94040,32132,69087,16.07272199,6.93,44.73146946
MOUNTAIN VIEW,94041,13471,67889,15.78703867,6.54,43.62447116
MOUNTAIN VIEW,94043,27821,68721,15.98249556,6.78,44.36708981
PACIFICA,94044,38869,72288,21.625428,8.31,54.10154173
PESCADERO,94060,2042,59006,21.0019841,8.58,49.79186815
REDWOOD CITY,94061,35718,64839,17.93767325,7.74,47.7442839
REDWOOD CITY,94062,25563,96677,25.68898111,7.56,61.36685253
REDWOOD CITY,94063,32350,49279,14.64207057,10.5,44.09438591
REDWOOD CITY,94065,10656,104958,21.5493627,6.87,56.49073191
SAN BRUNO,94066,39546,61939,17.24387099,8.13,46.98117199
SAN CARLOS,94070,28079,89016,20.39342226,7.23,54.17472834
SAN GREGORIO,94074,287,73750,26.8294625,7.89,57.39899717
SOUTH SAN FRANCISCO,94080,60592,61289,16.58715202,9.15,47.64023668
SUNNYVALE,94086,63997,71056,15.85333529,7.29,44.71743816
SUNNYVALE,94087,50051,84856,19.16345949,7.62,52.21084708
SUNNYVALE,94089,16970,66807,17.36433974,7.62,47.18522507
SAN FRANCISCO,94102,28991,22351,5.040735721,5.07,22.23641331
SAN FRANCISCO,94103,23016,31131,6.254154154,6.12,26.49371536
SAN FRANCISCO,94104,374,14609,4.349978819,5.4,20.6569033
SAN FRANCISCO,94105,2058,88976,11.87840273,4.23,38.41435498
SAN FRANCISCO,94107,17368,61362,11.03445696,5.46,35.9043115
SAN FRANCISCO,94108,13716,31542,5.672257611,5.34,24.90860581
SAN FRANCISCO,94109,56322,43444,7.077704259,4.92,28.06044851
SAN FRANCISCO,94110,74633,53795,9.884460678,8.43,38.06681999
SAN FRANCISCO,94111,3335,56569,8.365156609,4.35,30.36867915
SAN FRANCISCO,94112,73104,57629,13.7600522,10.77,46.50376816
SAN FRANCISCO,94114,30574,75727,12.15305152,5.49,40.39208406
SAN FRANCISCO,94115,33115,54879,9.880272512,5.55,34.00026493
SAN FRANCISCO,94116,42958,66627,14.88986228,8.49,46.36739175
SAN FRANCISCO,94117,38738,63983,10.83704427,5.91,37.35326611
SAN FRANCISCO,94118,38939,61609,11.7246408,6.69,39.22573623
SAN FRANCISCO,94121,42473,61776,12.69770506,7.29,41.11398122
SAN FRANCISCO,94122,55492,60733,12.81407357,7.68,41.87196679
SAN FRANCISCO,94123,22903,84710,12.32850006,4.83,40.42561234
SAN FRANCISCO,94124,33170,37146,11.02682074,10.53,40.15541895
SAN FRANCISCO,94127,20624,95313,18.01361152,7.62,54.08695152
SAN FRANCISCO,94129,2228,73571,16.0810302,8.31,48.52536509
SAN FRANCISCO,94130,1453,80959,13.05027679,8.13,45.612028
SAN FRANCISCO,94131,27897,76044,14.66395645,6.03,43.79241813
SAN FRANCISCO,94132,26291,55000,13.21113231,7.53,40.99128613
SAN FRANCISCO,94133,26827,40990,7.083973769,5.91,29.11962833
SAN FRANCISCO,94134,40134,54342,14.44633136,11.13,46.83774657
PALO ALTO,94301,16186,97758,17.89296889,6.18,50.73834181
PALO ALTO,94303,45483,64256,18.49331426,10.41,51.72272298
PALO ALTO,94304,1704,77539,16.055695,5.43,43.22695228
STANFORD,94305,13371,41313,10.70718352,6.66,33.90202263
PALO ALTO,94306,24484,82314,17.34995584,6.96,48.75995169
SAN MATEO,94401,32484,55112,14.2510588,7.59,41.29281875
SAN MATEO,94402,23373,82796,19.91649155,7.38,53.08980896
SAN MATEO,94403,37919,67152,17.36174829,7.35,47.1493863
SAN MATEO,94404,31866,92989,19.49921843,7.14,52.72903999
ALAMEDA,94501,58535,51896,12.9168394,6.9,39.09095808
ALAMEDA,94502,13980,87855,20.40390193,7.89,54.8562239
DANVILLE,94506,19768,142459,30.78346183,9.09,77.23142314
ALAMO,94507,15186,139997,31.17498387,8.64,77.09541876
ANGWIN,94508,3631,61389,18.68440063,7.98,49.06991073
ANTIOCH,94509,90879,60375,19.27662999,9.21,51.62174016
BENICIA,94510,25573,65959,20.22184184,7.68,51.42755842
BETHEL ISLAND,94511,2362,45450,17.44950525,6.24,41.52828958
BIRDS LANDING,94512,130,50500,29.47628841,9.06,58.42241215
BRENTWOOD,94513,26560,68515,23.49340916,9.24,57.22175989
BYRON,94514,10138,85109,24.97173458,7.98,60.07489859
CALISTOGA,94515,7370,44320,16.43752343,7.44,43.0616574
CLAYTON,94517,14223,96658,27.83445302,8.19,65.4931564
CONCORD,94518,27392,64429,18.6895434,7.83,49.61152066
CONCORD,94519,18643,57601,18.95253936,8.19,49.28079852
CONCORD,94520,36174,41002,13.27340947,8.52,39.82655382
CONCORD,94521,39887,64485,19.98844444,8.19,51.5754453
PLEASANT HILL,94523,32671,67824,17.74093242,7.08,47.82039183
CROCKETT,94525,3184,48672,16.39770572,6.42,42.49522744
DANVILLE,94526,32853,109771,24.82649891,8.19,64.58856653
EL CERRITO,94530,23121,56905,15.16050175,6.75,43.00151153
FAIRFIELD,94533,77666,50537,16.73192122,8.73,46.51090888
TRAVIS AFB,94535,9966,36518,15.08990554,9.99,43.70204893
FREMONT,94536,66533,70026,19.04762889,8.37,50.70080534
FREMONT,94538,56111,68121,18.14286395,8.67,49.37844451
FREMONT,94539,46910,101977,25.75861112,9.51,65.35603843
HAYWARD,94541,60254,48523,15.0924051,8.61,43.18977703
HAYWARD,94542,11145,69014,20.17098116,8.07,51.42657292
HAYWARD,94544,72984,49452,16.40149017,9.72,46.11041171
HAYWARD,94545,27295,56973,19.06101636,9.51,50.12321228
CASTRO VALLEY,94546,41680,57976,17.71532263,7.47,46.7681489
HERCULES,94547,22460,75707,22.87019083,9,56.91021758
LAFAYETTE,94549,23995,101555,23.55044623,7.8,61.05832923
LIVERMORE,94550,75925,75026,22.5900652,8.4,56.20984796
CASTRO VALLEY,94552,13202,105393,27.8558445,8.82,67.38003247
MARTINEZ,94553,46659,60402,18.76090428,7.29,48.02285579
FREMONT,94555,33863,84442,22.05553843,9.42,57.6167403
MORAGA,94556,16501,98525,23.24547148,7.74,60.36179127
NAPA,94558,63932,55995,18.96446688,8.01,48.36123056
NAPA,94559,26891,43846,15.56705053,7.65,41.92313717
NEWARK,94560,42471,69350,21.46068878,9.78,55.06007412
OAKLEY,94561,27599,63777,23.95208663,9.66,57.48226365
ORINDA,94563,17944,119832,26.34556178,7.98,67.49483545
PINOLE,94564,16705,60804,18.97531664,8.34,49.715123
PITTSBURG,94565,78813,48523,17.2836263,9.57,47.31677288
PLEASANTON,94566,36664,90107,22.25443607,8.1,57.92163778
POPE VALLEY,94567,488,60000,23.15468909,8.4,52.64720208
DUBLIN,94568,29633,77122,20.08812912,7.95,52.79684127
PORT COSTA,94569,168,61429,20.77916326,6.3,48.59180791
RIO VISTA,94571,5233,45142,18.08979444,7.32,45.18634917
RODEO,94572,8487,60082,20.55985549,8.97,52.13290398
SAINT HELENA,94574,9415,60964,17.89193385,7.47,47.76845695
DEER PARK,94576,218,68026,20.247332,7.26,51.13390194
SAN LEANDRO,94577,41867,50888,15.05531983,7.62,42.64718011
SAN LEANDRO,94578,36565,44723,13.7308349,7.59,39.5361508
SAN LEANDRO,94579,19802,57214,18.62356438,8.61,49.12447607
SAN LORENZO,94580,26237,54594,17.97177819,8.7,48.18816993
SAN RAMON,94583,44076,95588,22.33370887,7.86,58.41637241
SUISUN CITY,94585,39260,66010,23.79791186,9.54,57.36019079
SUNOL,94586,773,81923,30.00840618,7.83,64.48934971
UNION CITY,94587,66457,71863,21.43366294,10.71,56.64607844
PLEASANTON,94588,28557,92644,22.49586012,8.25,58.41547011
VALLEJO,94589,42198,53881,19.43577129,9.63,50.8332126
VALLEJO,94590,37214,35699,12.30459132,7.77,37.494277
VALLEJO,94591,51659,61022,19.98137028,8.94,51.56528248
VALLEJO,94592,149,17188,12.88496957,6.84,34.5252619
WALNUT CREEK,94595,18019,51418,14.28375106,5.31,38.98779401
WALNUT CREEK,94596,40916,64389,15.50700255,6.36,43.21183536
WALNUT CREEK,94598,26011,85479,20.7173252,7.44,55.25686347
YOUNTVILLE,94599,2870,48452,15.86085886,5.88,41.13157923
OAKLAND,94601,54857,33152,11.04864835,10.71,38.75577116
OAKLAND,94602,28880,55321,14.88052073,7.44,43.25638157
OAKLAND,94603,31389,34755,12.74783551,10.65,41.63342599
OAKLAND,94605,42852,47288,14.65466598,8.25,43.13748999
OAKLAND,94606,41872,32273,9.99048903,8.31,33.98581772
OAKLAND,94607,21048,21124,7.302672101,7.77,29.09452807
EMERYVILLE,94608,24572,33556,9.678591168,6.69,32.51072
OAKLAND,94609,21093,34398,9.730709237,6.54,32.89230109
OAKLAND,94610,29963,49066,12.11574662,5.67,35.90233146
OAKLAND,94611,36508,68853,15.72768637,6.36,44.79257889
OAKLAND,94612,11700,20034,5.917889625,5.04,23.04268117
OAKLAND,94618,15420,77952,16.58699705,6.36,47.66107785
OAKLAND,94619,24501,54174,15.95606672,8.07,45.10809901
OAKLAND,94621,30744,29181,10.72575556,10.53,38.27750344
BERKELEY,94702,15629,39290,10.8841669,6.54,35.14090541
BERKELEY,94703,19743,43640,11.03804709,6.72,36.00899963
BERKELEY,94704,21203,19750,6.999402913,5.97,25.86396735
BERKELEY,94705,12443,68112,14.7884807,6.48,44.24039722
ALBANY,94706,15865,57153,13.65589249,6.87,41.20781346
BERKELEY,94707,11880,100590,20.43805935,7.14,57.19620177
BERKELEY,94708,10730,103791,20.58912583,6.87,57.18611214
BERKELEY,94709,10140,38613,9.722720137,5.49,31.46089877
BERKELEY,94710,8149,34951,10.9412546,7.44,35.1146011
RICHMOND,94801,28437,33962,12.20798145,9.78,39.42023318
EL SOBRANTE,94803,25392,61494,19.59909581,8.19,50.3744888
RICHMOND,94804,39080,41573,12.68627768,8.13,39.45616457
RICHMOND,94805,13973,50300,15.74221205,7.83,45.93392562
SAN PABLO,94806,55719,43649,14.87881339,9.3,44.74568329
SAN RAFAEL,94901,40221,59889,15.16474974,7.59,45.28128043
SAN RAFAEL,94903,28401,70758,18.54310514,6.96,50.64217674
GREENBRAE,94904,11999,82528,19.40652093,6.48,52.4958714
BELVEDERE TIBURON,94920,13048,106492,21.67102078,6.87,59.94262532
BODEGA,94922,571,53125,21.59358918,7.83,48.3739276
BODEGA BAY,94923,1769,57045,15.38456754,6.27,41.64911807
BOLINAS,94924,1560,52772,17.1621344,6.96,43.0584091
CORTE MADERA,94925,9019,77455,19.76243287,7.14,53.48176029
ROHNERT PARK,94928,42542,51952,17.18035225,7.95,46.59057758
DILLON BEACH,94929,319,47679,12.87950586,6.18,37.52783499
FAIRFAX,94930,8476,60971,18.92062498,6.75,49.12348444
COTATI,94931,7916,52297,18.93782053,7.65,48.21072107
FOREST KNOLLS,94933,1019,54732,20.20908192,7.29,47.46218503
INVERNESS,94937,995,48036,14.47720019,7.05,40.24798065
LAGUNITAS,94938,813,60769,22.09707649,7.26,49.59788877
LARKSPUR,94939,6766,75747,17.08506226,6.06,47.41596804
MARSHALL,94940,394,36625,15.74113488,7.38,39.53917489
MILL VALLEY,94941,28718,91283,19.21297441,6.66,54.1418106
NOVATO,94945,16423,65938,21.16601492,7.71,53.75074963
NICASIO,94946,589,76194,28.43379089,7.62,59.44003665
NOVATO,94947,24724,66970,20.62378308,7.71,53.15698932
NOVATO,94949,13360,63838,18.67413214,7.23,49.82537965
OLEMA,94950,245,80633,23.8190031,6.87,54.05547551
PENNGROVE,94951,3764,62528,24.61905665,7.65,56.27627341
PETALUMA,94952,31917,56934,19.6192837,7.59,50.11713871
PETALUMA,94954,35400,67705,22.28334096,8.58,56.51889394
POINT REYES STATION,94956,1874,50673,18.50562149,6.54,44.12460812
SAN ANSELMO,94960,16846,76627,19.77960854,7.26,53.92095366
SAN GERONIMO,94963,528,58333,21.92112891,7.5,49.3003361
SAN QUENTIN,94964,6439,53750,13.96233693,7.17,43.02016641
SAUSALITO,94965,11206,76808,15.96455399,5.52,45.42755823
STINSON BEACH,94970,772,88184,16.92693595,5.94,47.28490209
TOMALES,94971,371,50703,25.70306297,7.77,52.85313297
VALLEY FORD,94972,60,45903,27.49021462,8.58,55.10393061
WOODACRE,94973,1434,60833,23.11317098,7.56,51.57545136
ALVISO,95002,2128,58304,21.31305324,12.6,57.80857514
APTOS,95003,24225,68760,19.43404975,7.17,51.00763061
AROMAS,95004,3368,67697,26.42594047,9.33,59.92556476
BEN LOMOND,95005,6394,64813,24.25991101,8.1,55.84120225
BOULDER CREEK,95006,10506,65206,22.80829693,7.5,52.2562922
BROOKDALE,95007,1000,70417,21.45111899,8.07,54.35239226
CAMPBELL,95008,44970,68106,17.34388485,7.2,47.84191419
CAPITOLA,95010,9657,46171,13.85495827,6.21,39.621356
CASTROVILLE,95012,8562,41200,18.29809175,12.63,51.34178541
CUPERTINO,95014,54412,100020,21.35317056,8.28,59.15059982
DAVENPORT,95017,850,56750,24.16938462,7.77,52.42250242
FELTON,95018,8720,60270,20.15354402,7.47,49.71436013
FREEDOM,95019,4734,38378,16.45005247,11.58,47.55954195
GILROY,95020,49948,64611,21.54889947,10.29,56.3058532
HOLLISTER,95023,47505,58559,22.91784106,10.14,56.71152065
LOS GATOS,95030,13289,117564,25.30219205,7.2,65.75438314
LOS GATOS,95032,24427,93118,22.3779999,7.35,58.59092133
LOS GATOS,95033,10170,106675,31.60168036,7.83,67.85805428
MILPITAS,95035,62840,84565,21.40384052,10.41,59.42129128
MORGAN HILL,95037,41690,82258,24.83163375,9.21,61.67749819
MOSS LANDING,95039,891,49286,21.65806318,8.85,51.00760067
MOUNT HERMON,95041,76,80030,13.20539296,7.59,45.54635731
PAICINES,95043,806,40469,19.71594762,7.68,45.59848937
SAN JUAN BAUTISTA,95045,3401,47056,20.1998496,8.88,48.83287645
SAN MARTIN,95046,5660,69063,25.49408608,10.26,59.86292136
SANTA CLARA,95050,36335,58961,15.0970155,7.32,42.70590157
SANTA CLARA,95051,52972,73147,17.2334752,7.83,48.10275713
SANTA CLARA,95054,13013,85124,18.94918954,8.88,52.31262967
SANTA CRUZ,95060,43172,54082,15.74276201,7.47,43.40756707
SANTA CRUZ,95062,36620,46181,14.62100552,7.17,40.55658452
SANTA CRUZ,95064,4559,45054,11.94155137,7.59,37.55419288
SANTA CRUZ,95065,8346,58490,19.77356146,7.71,48.82254034
SCOTTS VALLEY,95066,14561,74159,21.53485988,7.74,53.22415375
SARATOGA,95070,30577,138206,28.85578273,8.52,73.60680024
SOQUEL,95073,9807,57034,19.88084045,7.65,48.5418474
WATSONVILLE,95076,81136,45354,17.13148673,11.16,47.96968098
SAN JOSE,95110,18180,48203,14.62137311,10.65,44.58811046
SAN JOSE,95111,57735,58807,19.4717865,12.27,53.6988839
SAN JOSE,95112,52331,41014,12.4520209,8.76,38.4896225
SAN JOSE,95113,543,12083,5.837654466,4.17,20.069271
SAN JOSE,95116,51688,48541,16.17992045,12.75,48.4209895
SAN JOSE,95117,29903,57626,16.42085774,8.07,44.73781396
SAN JOSE,95118,31916,73134,20.42294337,8.46,53.14466817
SAN JOSE,95119,10137,87931,23.92927835,9.6,61.0062911
SAN JOSE,95120,37089,120117,29.31949928,9.03,72.06605476
SAN JOSE,95121,37126,75326,23.68698887,12.33,61.38438962
SAN JOSE,95122,59822,60817,20.47192615,15.06,58.00226447
SAN JOSE,95123,59621,75188,20.30235784,8.76,53.57868496
SAN JOSE,95124,45250,79008,21.32178576,8.25,55.08883999
SAN JOSE,95125,46184,68613,17.73621871,7.23,48.02727321
SAN JOSE,95126,27021,50113,14.15387142,7.32,40.21821278
SAN JOSE,95127,60609,63096,22.01658606,11.61,56.92199622
SAN JOSE,95128,32799,55869,15.91438806,7.65,43.71124656
SAN JOSE,95129,37565,79489,18.55351257,8.01,51.00818434
SAN JOSE,95130,13465,73502,20.99987485,8.25,53.3186777
SAN JOSE,95131,26384,87486,21.27231234,9.75,57.06314428
SAN JOSE,95132,40563,82779,25.39208111,10.47,62.37726429
SAN JOSE,95133,26018,68214,20.6970671,11.04,54.81353627
SAN JOSE,95134,9643,82072,17.48793942,6.72,47.39640945
SAN JOSE,95135,15791,96078,23.81785367,8.1,60.15816785
SAN JOSE,95136,36924,74908,21.06578031,8.64,53.85660684
SAN JOSE,95138,14785,103389,26.15128762,9.21,65.20437326
SAN JOSE,95139,7006,86515,25.88229885,9.15,62.13280753
MOUNT HAMILTON,95140,35,16250,13.36887516,6.57,30.54471802
SAN JOSE,95148,44095,89398,28.31787924,12.09,68.66699054
STOCKTON,95202,7070,11456,6.303923485,6.54,24.63978884
STOCKTON,95203,16344,28453,12.13312179,8.64,37.44407303
STOCKTON,95204,30465,36391,13.2351671,7.38,38.94176601
STOCKTON,95205,34120,26109,11.94867584,10.38,39.18508087
STOCKTON,95206,49649,35835,16.3204881,11.31,46.54998635
STOCKTON,95207,49958,33194,12.16011564,8.01,37.33561538
STOCKTON,95209,30812,56416,18.79908612,9.6,51.15428693
STOCKTON,95210,40594,36566,14.84808572,10.62,44.13880382
STOCKTON,95212,6934,50316,20.1148327,7.95,49.22326898
STOCKTON,95215,23778,33884,17.19115883,9.54,44.909163
STOCKTON,95219,19103,50396,16.9897194,7.17,44.15756484
ACAMPO,95220,6310,48830,23.51737995,8.64,53.05559351
ALTAVILLE,95221,664,26250,12.25858897,6.72,34.42837983
ANGELS CAMP,95222,4246,36794,20.06353464,7.29,44.64866932
ARNOLD,95223,5142,44563,12.2896244,6.78,37.79162504
AVERY,95224,104,9583,7.892786926,6.51,26.08439458
BURSON,95225,14,16250,6.863378562,5.25,26.24767896
CAMPO SECO,95226,55,34750,13.15290424,10.32,41.47818422
CLEMENTS,95227,717,46818,21.42190077,7.95,49.27982184
COPPEROPOLIS,95228,2624,42466,17.77758555,7.44,43.62808257
FARMINGTON,95230,589,40284,26.76824802,8.7,53.65885238
FRENCH CAMP,95231,5087,29066,15.06036307,9.36,41.9906468
GLENCOE,95232,17,21250,7.563756215,6.39,29.78155031
HATHAWAY PINES,95233,316,58472,17.60711816,7.08,44.86991546
LINDEN,95236,3135,49844,23.81660901,8.85,53.60833219
LOCKEFORD,95237,3190,43864,19.13738514,8.58,48.26878363
LODI,95240,45747,35749,14.25494401,8.46,40.81461958
LODI,95242,22071,49047,18.15154439,7.59,46.40689505
MOKELUMNE HILL,95245,2714,37635,19.8349072,6.9,44.10676427
MOUNTAIN RANCH,95246,1672,32813,21.09199753,7.26,44.92239405
MURPHYS,95247,4338,43396,17.14969103,6.81,42.42764162
SAN ANDREAS,95249,3916,34418,17.48495072,6.81,41.74369078
SHEEP RANCH,95250,87,12625,13.60317837,7.05,33.83818342
VALLECITO,95251,440,37000,22.6240944,7.26,48.12452151
VALLEY SPRINGS,95252,11259,47837,23.36845368,8.28,51.24127816
WALLACE,95254,287,49821,19.91987652,7.56,47.48152247
WEST POINT,95255,2190,27845,16.20792697,7.14,39.170304
WILSEYVILLE,95257,415,18750,13.3445787,6.6,33.44103127
WOODBRIDGE,95258,4162,54926,20.72317159,8.88,51.90024317
ATWATER,95301,27794,37831,15.73529345,9.42,44.04372859
BALLICO,95303,798,40192,17.29712668,9.36,45.25131709
BIG OAK FLAT,95305,149,25938,14.21235685,7.11,36.1314291
CATHEYS VALLEY,95306,984,36250,18.77645563,7.68,43.78244531
CERES,95307,32874,38003,16.65710931,9.54,45.26765487
COLUMBIA,95310,2126,36058,17.50484468,6.54,41.16424832
COULTERVILLE,95311,2256,25160,17.36019751,7.17,39.5382805
CRESSEY,95312,43,17321,12.27347316,9.93,36.96548447
CROWS LANDING,95313,1501,37917,18.47348805,9.75,47.05645931
DELHI,95315,10141,40505,18.97296967,11.19,49.71811812
DENAIR,95316,5496,40568,20.65832727,9.21,49.46135336
EL NIDO,95317,795,34479,16.5750871,9.78,43.97014647
EL PORTAL,95318,575,38750,16.46302511,6.69,39.94918212
ESCALON,95320,11454,48260,20.41977848,8.97,50.08367152
GROVELAND,95321,3663,40956,14.64207925,6.57,38.83506058
GUSTINE,95322,7868,37766,17.5394037,8.67,44.78768943
HICKMAN,95323,1052,36000,21.48759532,9.24,49.22392845
HILMAR,95324,7157,40941,19.3516541,9.18,47.88362677
HORNITOS,95325,114,38036,23.65061511,7.14,47.80385125
HUGHSON,95326,6808,43867,19.35108974,9.27,48.58214786
JAMESTOWN,95327,9549,33503,16.48824483,7.14,40.22744535
KEYES,95328,2114,31471,15.54160318,11.34,44.98448323
LA GRANGE,95329,1736,44861,22.92564301,7.74,49.79501305
LATHROP,95330,10819,54140,22.68434435,10.62,55.68209827
LE GRAND,95333,3255,32594,17.49341089,10.53,45.60344547
LIVINGSTON,95334,12666,33187,16.8025973,12.42,47.48628944
LONG BARN,95335,674,22147,9.202533994,6.39,30.22370164
MANTECA,95336,36728,48544,18.75688937,8.97,49.02189092
MANTECA,95337,19847,43813,18.60260074,8.97,47.55006604
MARIPOSA,95338,10218,34601,17.25191623,7.14,41.03696505
MERCED,95340,59285,32573,14.13576371,9.63,42.02160343
MIDPINES,95345,431,30536,18.33021761,6.63,40.88497042
MI WUK VILLAGE,95346,1261,51969,15.17744747,7.29,41.75921723
MERCED,95348,23093,33473,14.08856175,8.49,40.11263707
MODESTO,95350,52862,37671,13.47394977,7.86,40.53732716
MODESTO,95351,47531,30576,13.5006523,11.19,43.10061889
MODESTO,95354,27115,33511,13.4336684,8.4,40.1914237
MODESTO,95355,47605,45115,15.9391517,8.04,44.30476074
MODESTO,95356,26038,46663,17.16190145,8.13,45.78651536
MODESTO,95357,13328,47038,20.17270414,9.75,51.38706351
MODESTO,95358,30665,38993,19.12024871,10.74,49.67405149
NEWMAN,95360,8485,39225,18.38453242,9.9,48.02739979
OAKDALE,95361,25369,45102,18.83692231,8.28,47.22245399
PATTERSON,95363,15529,46006,21.64568209,10.65,53.45854731
PINECREST,95364,232,55833,12.21187587,6.84,38.33694912
PLANADA,95365,4145,24663,14.12129868,12.48,43.26375315
RIPON,95366,12627,55821,21.67493126,8.88,52.92849167
RIVERBANK,95367,16514,44621,18.07104714,10.23,49.3215415
SALIDA,95368,12464,58075,21.56931481,10.32,55.51162289
SNELLING,95369,1153,31042,16.72212489,8.73,41.88373234
SONORA,95370,25331,37714,16.25391007,7.05,40.58383252
SOULSBYVILLE,95372,1518,44394,19.4692505,7.89,45.50985594
STEVINSON,95374,1943,35746,18.67775782,9.93,45.91460765
TRACY,95376,69786,61800,22.14630597,9.51,54.901403
TUOLUMNE,95379,3970,38405,19.08268106,7.92,44.54390197
TURLOCK,95380,40541,33901,14.65740724,9.15,41.55616437
TURLOCK,95382,24691,46804,16.97557006,8.31,45.58322306
TWAIN HARTE,95383,4839,46488,15.52825937,7.05,41.4305339
VERNALIS,95385,262,31063,20.62209494,8.73,45.92712755
WATERFORD,95386,8303,39552,18.99688548,10.05,48.60867251
WESTLEY,95387,897,23833,16.06614147,12.06,44.64888048
WINTON,95388,11455,30833,15.71024493,10.83,44.18638175
YOSEMITE NATIONAL PARK,95389,1740,51500,10.66600205,6.66,36.09732531
SANTA ROSA,95401,36120,49192,16.48243973,8.13,45.01885945
SANTA ROSA,95403,40258,52434,16.72813153,7.95,45.50023262
SANTA ROSA,95404,35056,52864,17.70147465,7.41,46.04864701
SANTA ROSA,95405,22247,56945,18.15617844,7.35,47.41378296
SANTA ROSA,95407,30868,43533,16.98309392,9.63,46.04544067
SANTA ROSA,95409,25706,52912,17.56925819,6.63,45.14678733
ALBION,95410,1035,40491,15.80758427,6.18,39.74959527
ANNAPOLIS,95412,729,52955,14.902604,7.17,41.72653586
BOONVILLE,95415,1370,33214,17.01671648,8.37,42.32631435
BRANSCOMB,95417,166,45357,19.57389966,7.23,45.07472807
CAMP MEEKER,95419,425,37625,14.02006267,7.11,37.61810554
CASPAR,95420,317,37813,15.69325849,6.42,39.58616158
CAZADERO,95421,1569,36850,15.03223687,6.78,38.25352092
CLEARLAKE,95422,13477,20072,10.58951311,7.02,32.66216126
